"기준_년분기_코드","자치구_코드","자치구_코드_명","서비스_업종_코드","서비스_업종_코드_명","당월_매출_금액","당월_매출_건수","주중_매출_금액","주말_매출_금액","월요일_매출_금액","화요일_매출_금액","수요일_매출_금액","목요일_매출_금액","금요일_매출_금액","토요일_매출_금액","일요일_매출_금액","시간대_00~06_매출_금액","시간대_06~11_매출_금액","시간대_11~14_매출_금액","시간대_14~17_매출_금액","시간대_17~21_매출_금액","시간대_21~24_매출_금액","남성_매출_금액","여성_매출_금액","연령대_10_매출_금액","연령대_20_매출_금액","연령대_30_매출_금액","연령대_40_매출_금액","연령대_50_매출_금액","연령대_60_이상_매출_금액","주중_매출_건수","주말_매출_건수","월요일_매출_건수","화요일_매출_건수","수요일_매출_건수","목요일_매출_건수","금요일_매출_건수","토요일_매출_건수","일요일_매출_건수","시간대_건수~06_매출_건수","시간대_건수~11_매출_건수","시간대_건수~14_매출_건수","시간대_건수~17_매출_건수","시간대_건수~21_매출_건수","시간대_건수~24_매출_건수","남성_매출_건수","여성_매출_건수","연령대_10_매출_건수","연령대_20_매출_건수","연령대_30_매출_건수","연령대_40_매출_건수","연령대_50_매출_건수","연령대_60_이상_매출_건수"
"20191","11500","강서구","CS200025","자동차수리","23325756053","147493","19180273075","4145482978","3569438284","3349477523","3692376133","4195161825","4373819310","4025420183","120062795","0","2970225594","5787428288","8690184355","5825391999","52525817","15379061953","5878340236","1312339","1392900085","4659218515","5483556937","5867246686","3854083342","117013","30480","23870","20250","22865","26652","23376","27974","2506","0","24442","40300","54850","27552","349","100077","35421","161","8672","32343","36089","33810","24459"
"20191","11500","강서구","CS200024","스포츠클럽","4707754132","16101","4051811932","655942200","878375872","799927104","883196056","864152862","626160038","396352580","259589620","21315317","265320888","641197387","807461679","1874926633","1097532228","2195830193","2386583985","29626699","1233815127","1470886410","824564439","771862990","251658511","13169","2932","3080","2740","2617","2662","2070","1631","1301","143","1155","2015","3001","6737","3050","7788","8090","181","4684","4900","2847","2397","870"
"20191","11500","강서구","CS100007","치킨전문점","6062489261","271009","4115040329","1947448932","645614813","782957287","812484071","830069097","1043915061","1027474495","919974437","581097580","3102052","169171614","379407614","2632997063","2296713338","3385595704","2426057063","80972357","1230127877","1504229402","1612184253","1035256450","348882423","182713","88296","28705","35009","35793","36515","46691","45842","42454","21281","90","9983","18104","123196","98355","150606","114758","4331","57873","70099","71487","45797","15768"
"20191","11500","강서구","CS200003","예술학원","2884774931","17274","2721433682","163341249","524012976","456620466","544726757","648168513","547904970","156071320","7269929","0","16277899","507711418","1178864208","996138393","185783013","1147435274","1735414459","19012272","105560079","739099192","1718464277","232811278","67902635","16526","748","3253","3045","3185","3766","3277","712","36","0","124","3201","7983","5480","486","7328","9930","91","487","5159","10012","1019","490"
"20191","11500","강서구","CS300004","핸드폰","1103389395","59608","795167521","308221874","185628240","129870794","191230789","92639692","195798006","270518546","37703328","0","36559207","331939315","335665522","396317085","2908266","413233852","659100238","23214432","187325341","254738426","242015058","244599530","120441305","44752","14856","11040","6996","7863","9258","9595","10532","4324","0","2716","16532","15845","24291","224","26215","32664","1878","16014","10911","11189","11554","7329"
"20191","11500","강서구","CS100002","중식음식점","3123731367","131684","2132659534","991071833","290325937","407759698","467142121","428435852","538995926","530162514","460909319","117458445","16774135","1021066366","406115860","1180874848","381441713","1770651398","980545055","16561450","485247555","861596691","720705410","461310039","205775299","90900","40784","13016","17557","19384","19162","21781","21832","18952","2893","734","50660","22464","46259","8674","78805","43964","1394","22719","36267","31999","20030","10348"
"20191","11500","강서구","CS200034","여관","6514071928","125654","3988560750","2525511178","575089314","901811125","962093488","624990735","924576088","1388405098","1137106080","1558143343","843745673","302639222","929265676","1636804704","1243473310","3885963995","1288187340","65607078","1863972485","1370842955","951762735","634031530","287934554","69159","56495","11179","14311","14445","13308","15916","29404","27091","29931","7801","8393","16877","36394","26258","92045","29029","1919","49146","31792","19433","14014","4763"
"20191","11500","강서구","CS300031","가구","4249055135","16204","2385884099","1863171036","279009579","374275555","626296933","312946711","793355321","887709094","975461942","0","29556020","837647413","1786677836","1595173866","0","1285949477","2934524341","546200","301001834","946227254","955128861","1486941789","530627877","10349","5855","1539","1851","2188","1683","3088","2859","2996","0","427","4026","6309","5442","0","5008","10961","10","1785","3876","3828","4112","2356"
"20191","11500","강서구","CS300026","완구","961597966","9402","822180388","139417578","168761781","151275164","95350128","237644696","169148619","117991232","21426346","0","64404836","272197673","331213642","283847115","9934700","567807116","45738978","31002","24923228","183890104","179757201","104908092","120036467","7138","2264","1305","1289","1131","1498","1915","1706","558","0","726","1891","3112","3370","303","6855","1600","8","861","2416","2934","1264","972"
"20191","11530","구로구","CS300011","일반의류","14575934712","190479","9677399894","4898534818","1501472262","2103436793","2183343633","1980886580","1908260626","2582049566","2316485252","4651562","194724440","3612913385","5704564530","4655849239","403231556","3954172710","10194448228","28679011","1459229776","2454662462","3437607300","4096771325","2671671065","130755","59724","22321","23800","27879","28357","28398","33577","26147","28","3990","43815","66436","68295","7915","57510","128438","919","29340","38715","40269","45124","31577"
"20191","11530","구로구","CS100005","제과점","4901534021","535308","3498467116","1403066905","605834302","646480431","687633771","774601668","783916944","761378441","641688464","6730074","676739118","961523486","1112711003","1616183955","527646385","1860920752","2628216489","33210733","717014795","1262821374","1275529788","781670627","418889919","386748","148560","69794","73900","76966","83266","82822","78465","70095","758","86097","102119","116124","171942","58268","203051","315084","4550","96244","145246","136225","88495","47379"
"20191","11530","구로구","CS200024","스포츠클럽","1485643859","6902","1317426843","168217016","324974662","239823872","211324414","240364580","300939315","146999562","21217454","4025177","126869184","313195747","219636904","666390659","155526188","721752453","729602527","7136944","359234926","376013372","331564659","289478934","87926145","5563","1339","1459","1009","952","1162","981","1147","192","38","691","1146","1342","3035","650","3418","3398","63","1676","2123","1500","1137","320"
"20191","11530","구로구","CS200031","세탁소","569959274","33164","427088062","142871212","81021596","73979045","80437540","116085121","75564760","124332564","18538648","1277853","70673559","153222195","130915637","190750151","23119879","237433687","288549639","10013246","62854752","150786245","150137276","115376620","36815188","24136","9028","4810","4405","4704","5697","4520","7412","1616","445","4178","7525","8074","11010","1932","15952","16513","383","5826","9675","8769","5594","2222"
"20191","11530","구로구","CS300025","자전거 및 기타운송장비","1096168240","18883","998066689","98101551","275376223","75612718","173495773","256659573","216922402","71487452","26614099","0","143060817","293935753","442172721","171873181","45125768","567334644","183246391","362036","74895410","112555386","221111778","302143196","39513228","17739","1144","4444","1725","3460","4347","3763","744","400","0","2808","5799","7643","2581","52","9848","2571","35","659","1853","3602","4942","1327"
"20191","11530","구로구","CS300029","애완동물","40919694","1500","30971828","9947866","3879533","8307683","3655846","3850487","11278279","5807482","4140384","0","222266","4537639","16810477","19260382","88930","16904439","23104725","0","6601045","11664137","8136958","9648066","3958958","1128","372","191","238","154","184","361","255","117","0","18","225","618","632","7","519","947","0","294","268","346","413","142"
"20191","11530","구로구","CS100003","일식음식점","4924330384","180847","3550801542","1373528842","567287507","636500725","684850387","740098719","922064204","848247105","525281737","266169664","10240515","1052519668","482062597","1753069974","1360267966","2777985844","1497418263","24557526","1062306951","1347696803","964283353","568829410","307730061","134329","46518","23360","23487","26641","28660","32181","26226","20292","3940","2574","74517","26440","54190","19186","94898","77143","1676","57475","53480","30960","18589","9873"
"20191","11545","금천구","CS300010","반찬가게","18460184094","123841","15983157089","2477027005","744005320","1464514831","2447482409","9592958147","1734196382","1738089224","738937781","130897677","3705208740","2889365438","6841571935","4825804423","67335881","4030281307","4451364082","2345649","38767497","2814233015","1848489027","2327032852","1450777349","89340","34501","17482","14657","17511","21206","18484","15879","18622","248","9345","23762","42464","44842","3180","44735","65901","97","4266","19375","32736","36511","17651"
"20191","11545","금천구","CS200016","당구장","513937359","24208","372018444","141918915","74032444","85791751","72623250","74975700","64595299","77358469","64560446","41598712","17767523","49514484","85725911","181746969","137583760","396939813","96519752","3579665","92202700","107652547","174862354","89747560","25414740","16945","7263","3106","3201","3408","3651","3579","3971","3292","2483","294","1613","3525","8317","7976","21032","2596","430","3537","4750","8091","5151","1667"
"20191","11545","금천구","CS200028","미용실","3183100056","103406","2029271209","1153828847","351979199","289899737","424006284","461221928","502164061","718375261","435453586","4180682","44939071","617726525","1014660693","1318175283","183417802","1449630054","1727481859","24039259","538073901","762810029","818969387","695203172","338016165","67718","35688","12448","9880","14072","14740","16578","21412","14276","62","3019","22496","30402","44128","3299","60593","42646","1099","18623","25953","27326","21142","9097"
"20191","11545","금천구","CS200005","스포츠 강습","655385203","3681","637148209","18236994","156439817","137023564","119035421","123775793","100873614","18236994","0","0","6327477","54673024","196998045","349422682","47963975","251182957","390033622","0","58449489","215668326","276376551","84667323","6054887","3576","105","939","681","639","754","563","105","0","0","41","277","1167","1829","367","1585","2066","0","201","1114","1917","370","49"
"20191","11545","금천구","CS200008","한의원","3826656941","153422","3015479003","811177938","598275189","424082374","722782731","614034052","656304657","804461927","6716011","0","416129676","1501309427","1076323897","827854060","5039881","1457997493","2355229342","1974583","142032461","639493831","859910681","1042134002","1127681278","131306","22116","27040","23770","28117","25842","26537","21396","720","0","17093","58757","40931","36490","151","75346","78014","262","9069","22939","32245","43581","45264"
"20191","11545","금천구","CS300006","미곡판매","627802235","16004","546845294","80956941","98676071","47397621","94508269","180254994","126008339","59572852","21384089","0","82818126","134202744","126365069","284045849","370447","366549857","207682572","932350","60305299","91489091","107751487","51008803","262745400","13047","2957","2234","1634","2426","3905","2848","2024","933","0","1940","3079","4106","6837","42","8064","6932","50","3547","3665","3054","1996","2681"
"20191","11545","금천구","CS300029","애완동물","328362654","13400","183775778","144586876","33483676","32879799","37895756","35541853","43974694","88736366","55850510","0","4715289","67974255","115596599","123139868","16936643","125514557","202848097","2504419","53503591","94189136","68985991","79961602","29217915","8255","5145","1581","1497","1801","1647","1729","2845","2300","0","176","2484","4385","5521","834","4781","8619","141","2274","3148","2615","3820","1402"
"20191","11560","영등포구","CS300009","청과상","96549611132","1928802","72813671879","23735939253","10841687004","14826465338","15826382817","17087812622","14231324098","16222300554","7513638699","1817604317","15580049851","24435867634","30521446593","20111780366","4082862371","44805030612","34781243075","60877846","2629974770","11086484002","19183413941","23185926862","23439596266","1395682","533120","194870","290284","283598","316025","310905","354085","179035","12982","244376","450989","597032","541083","82340","834369","983645","3218","64079","359055","508689","448116","434867"
"20191","11560","영등포구","CS300018","의약품","110934820707","3576230","103951755393","6983065314","19880541378","20106160245","14981251834","25999912920","22983889016","6251752370","731312944","2198907","18614894711","38127332871","42535452582","11306102057","348839579","57934392256","45447708182","68892191","3847813623","14486923028","28394030084","33825485338","22758956184","3057189","519041","664822","549639","594385","636327","612016","441004","78037","311","724941","1020283","1030307","767827","32561","1791216","1773041","10466","451225","788450","842206","758695","713206"
"20191","11560","영등포구","CS300019","의료기기","43942201969","91904","43678745887","263456082","4186093565","13981694600","8734960097","11161291729","5614705896","241834677","21621405","0","8929479559","13843120515","17400865678","3768736217","0","36220607637","7060689674","0","222226376","4699658948","14427570480","12100433758","11831407749","82686","9218","13145","17607","22582","16825","12527","8410","808","0","14966","28729","37214","10995","0","51905","38909","0","1447","13893","22715","26235","26522"
"20191","11560","영등포구","CS200034","여관","2693082552","61307","1495525851","1197556701","255067982","292471586","281005771","300331153","366649359","626529938","571026763","817985447","136901713","166948171","281569506","675799222","613878493","1784466160","594776068","25060872","945475005","603607739","431904743","281277881","91915987","34528","26779","5412","6678","6906","7148","8384","13752","13027","15844","2572","3135","8042","18313","13401","44322","14473","779","26776","14486","8428","5965","2368"
"20191","11560","영등포구","CS100002","중식음식점","21308529074","537052","14168915521","7139613553","2259879525","2849270945","2850095819","2975498665","3234170567","3377395649","3762217904","951800223","223385311","5146862901","3226224705","7944755074","3815500860","11061267878","7099688533","67969719","3292556782","5781741993","4290596495","3358434895","1369656530","374987","162065","60357","73876","75725","80172","84857","81141","80924","18602","8702","183185","80762","183083","62718","288540","200325","3648","109097","153904","112009","76360","33854"
"20191","11560","영등포구","CS300031","가구","861497609","2498","532579054","328918555","112158004","110601013","64519441","57476093","187824503","149198541","179720014","1803214","26530970","376462664","328635118","121937237","6128406","362523627","466468486","0","18041661","72530288","145748932","319024487","273646744","1768","730","355","401","321","271","420","439","291","19","208","1006","842","359","64","795","1661","0","52","263","600","958","582"
"20191","11590","동작구","CS300011","일반의류","6641634775","77157","4583122019","2058512756","681893723","794193418","932948753","1074146102","1099940023","1277661957","780850799","0","148847140","1428849214","2713151402","2159425472","191361547","2403309878","4200346990","14194835","335103799","543545288","1743911132","2016009385","1950892431","53153","24004","8448","8790","10290","12735","12890","14325","9679","0","2411","16345","28089","27008","3304","27277","49744","435","7687","7696","19325","21791","20088"
"20191","11590","동작구","CS300020","서적","17687675597","334862","15000185927","2687489670","4552903964","3063573127","2118339020","2536104737","2729265079","1360081733","1327407937","0","3335698176","6035336882","6137580640","2086222087","92837812","8187213122","9274694987","660636298","944600051","399823577","6587541060","8373211573","496095549","279617","55245","71720","60361","54329","51877","41330","31075","24170","0","61801","108987","99917","60474","3683","152778","181345","19891","35448","13519","115098","141260","8904"
"20191","11590","동작구","CS300043","전자상거래업","1654589253","19170","1182306900","472282353","113871012","212672058","107540004","353474455","394749371","355073734","117208619","0","100225032","423974536","551852454","548776850","29760381","854906513","799682740","6791519","86551305","743124031","591370838","153011398","73740162","12866","6304","808","2303","4705","3325","1725","2662","3642","0","516","2362","9168","6722","402","6933","12237","219","4811","4636","2768","3054","3682"
"20191","11590","동작구","CS200037","노래방","2542408345","79620","1637493683","904914662","244821155","276024990","337578626","362637540","416431372","573287304","331627358","1121611936","35010785","12219842","51775865","344850666","976939251","1932598022","378446644","28216886","376084562","425938107","601675464","571560964","307568689","49873","29747","8134","8979","9579","10285","12896","17366","12381","21318","1049","2462","6567","20097","28127","51133","27233","4844","38107","14082","8785","8323","4251"
"20191","11620","관악구","CS100004","양식음식점","4973751926","195398","3125848509","1847903417","488354225","545200165","644905149","681101019","766287951","992777461","855125956","434191502","10650907","837923414","662963582","1830939647","1197082874","2583953833","2176580698","42496194","2277924244","1281088587","580779912","442172180","136073418","126805","68593","21162","23117","26151","27755","28620","35722","32871","9457","1383","42260","31539","77337","33422","101794","91223","3040","94781","48435","22786","17801","6170"
"20191","11620","관악구","CS200003","예술학원","2674593632","15109","2475076388","199517244","491311251","573195811","455949719","630070243","324549364","176779978","22737266","0","74502604","307977157","1134226405","1061576202","96311264","1040742157","1623395422","3705152","272367292","697161940","1325520498","315304057","50078640","14371","738","3295","3255","2283","3308","2230","637","101","0","116","1778","7189","5638","388","5889","9158","73","1059","5126","7499","1067","223"
"20191","11620","관악구","CS200006","일반의원","41011530674","1739860","33929480678","7082049996","7300097155","6362645913","6274160128","6882394307","7110183175","6953072562","128977434","10314908","8721820955","12046803948","12714608236","7496303392","21679235","14921023276","26081856132","71380944","6111626502","8325108911","8309200561","9671339441","8514223049","1462489","277371","330126","249801","270032","307268","305262","268337","9034","28","393381","467867","565460","312659","465","775301","964116","7438","261993","370053","382245","346729","370959"
"20191","11620","관악구","CS100005","제과점","6110168108","723002","4173151930","1937016178","742658465","775273930","883011376","838649967","933558192","1042229037","894787141","30961554","704289059","1122504721","1452767609","2063608128","736037037","2476312230","3331697270","48596067","1452801438","1534234605","1377430021","914231563","480715808","501450","221552","93029","94807","107782","99910","105922","117357","104195","2827","91677","125406","164459","246024","92609","286996","423929","6764","206160","188434","152400","102215","54957"
"20191","11620","관악구","CS100003","일식음식점","4779603769","163498","3215675354","1563928415","484593519","536563580","662700663","746229460","785588132","927882119","636046296","203382570","1647251","845441784","462696139","2185894932","1080541093","2715500020","1748629541","44104958","1724681589","1115779629","768739866","538537789","272285731","111511","51987","17888","19042","23295","25121","26165","28739","23248","3266","73","41467","20647","77961","20084","89144","70200","3145","69205","37401","24521","17914","7149"
"20191","11620","관악구","CS300035","인테리어","1367363131","44572","1091110042","276253089","223380201","247159463","196039389","219967695","204563294","190689106","85563983","0","130155685","333839006","596329112","292922912","14116416","540992748","581277209","95326","94472507","126550319","209434419","271485993","420231399","34062","10510","6929","7121","6354","7088","6570","6419","4091","0","4019","10319","15628","13449","1157","20381","19659","41","5427","4310","6565","10694","13002"
"20191","11620","관악구","CS300008","수산물판매","2277563372","118836","1463752942","813810430","295358755","275604582","275064590","291494943","326230072","414332470","399477960","603687","173588112","504217934","711975218","805857708","81320713","863252709","1398518748","245399","95928398","234422569","479788862","667019775","784366454","77956","40880","16540","14527","14494","15230","17165","21472","19408","12","7663","26190","39064","43370","2537","43065","75439","24","5193","13032","23894","36054","40309"
"20191","11620","관악구","CS300009","청과상","6783147131","497299","4692877273","2090269858","1125710013","795206024","719358508","1027663328","1024939400","1283985431","806284427","10792701","963718110","1902141380","1969194170","1793873472","143427298","2181222157","4241312773","8178742","309168725","724293249","1427448347","1924225135","2029220733","342452","154847","78103","62716","59827","68062","73744","86749","68098","1619","50609","122078","150814","157888","14291","163962","318368","451","27448","64177","103461","145938","140857"
"20191","11620","관악구","CS300021","문구","1404209764","91159","1216134683","188075081","206941091","255030264","279964637","266913095","207285596","119972988","68102093","0","143970016","345033769","547251393","337283304","30671282","312241536","337264779","7302002","175666066","131426140","188113471","104446498","42552141","70392","20767","15121","13694","13965","14523","13089","12765","8002","0","6588","23592","23998","32808","4173","39274","43906","1387","31679","16512","17134","11925","4547"
"20191","11620","관악구","CS300024","운동/경기용품","856168845","8604","521935814","334233031","107743174","80943170","125893027","93418696","113937747","181196100","153036931","0","65809600","230581833","330541967","209807555","19427890","532861734","283828549","166261","35097070","61942849","176057176","264785000","278641926","5775","2829","838","803","1492","1205","1437","1728","1101","0","471","1916","2761","3228","228","4548","3866","55","662","826","1511","2492","2870"
"20191","11620","관악구","CS300010","반찬가게","8512687973","269731","7905356300","607331673","896525940","1949432689","1912645155","1239804571","1906947945","405592114","201739559","64597941","1755307583","760898098","2144125216","2326760169","1460998966","3869083841","4361740711","2857250","415163231","2535880134","554198705","1331644054","3391081181","211342","58389","46595","42274","39490","45931","37052","33262","25127","3300","38229","57867","54865","92628","22842","112978","147674","407","67389","46667","40120","69126","36940"
"20191","11620","관악구","CS300025","자전거 및 기타운송장비","204107903","2286","198771855","5336048","16105751","68572695","34078554","56190536","23824319","4728518","607530","0","34666966","19151044","116514023","33775870","0","109433773","46801351","0","9538826","35305764","24214126","85530940","1645468","1939","347","376","410","316","507","330","325","22","0","366","543","1179","198","0","1233","226","0","455","278","137","389","201"
"20191","11650","서초구","CS100001","한식음식점","159689005741","4575652","124366180586","35322825155","20905783478","22937535539","25435228242","27267038206","27820595121","20648516747","14674308408","5792144764","2277561797","47373631924","13141967187","61228620731","29875079338","73827746318","40013084660","502315646","18024042340","26377610470","26606894902","22800205628","19529466820","3675282","900370","666678","688595","742287","796951","780771","509102","391268","137877","135812","2099254","468601","1279226","454882","2309152","1478091","35738","781373","941497","857782","673728","497115"
"20191","11650","서초구","CS300007","육류판매","5683898553","133573","4223720264","1460178289","856657221","759695512","640842179","995478565","971046787","841560122","618618167","0","552397049","1301854765","1685057840","2014047693","130541206","2089088584","3015193129","631590","87627964","893138344","1262403605","1370345948","1490134259","95898","37675","19600","19063","17263","18586","21386","22274","15401","0","8778","25662","35784","60584","2765","50437","77250","30","3956","19560","37691","35347","31111"
"20191","11650","서초구","CS200005","스포츠 강습","6194600392","18578","5546785575","647814817","1394242935","929186381","970521543","1046132690","1206702026","482678005","165136812","19305529","650367208","1006310989","1375604828","2393705586","749306252","2129817759","3806784859","0","733561936","1940570261","2130758970","781747582","349963868","17244","1334","3821","3234","3374","3226","3589","1133","201","102","1025","2330","4778","8287","2056","6981","11104","0","2047","5624","7942","1738","730"
"20191","11650","서초구","CS300036","조명용품","1489115594","29965","1240172149","248943445","425852998","158332398","192852373","262768931","200365449","144175472","104767973","0","383750462","349144188","558562106","193658084","4000754","647499948","601197250","0","31527030","118279621","278823695","391494542","428572311","25399","4566","5271","4987","5115","5033","4993","4269","297","0","6444","7363","10256","5609","293","15359","8750","0","1398","4733","4288","7483","6204"
"20191","11650","서초구","CS200037","노래방","4695286144","88245","3419481615","1275804529","401829295","675936175","688063547","743446197","910206401","894307428","381497101","2073620125","72571704","44095701","84939651","458258599","1961800364","3072691655","693555587","43356266","569469143","677564028","1068266455","1022775626","384815717","57517","30728","8685","10917","10621","11954","15340","18902","11826","25135","1620","2553","6119","18639","34179","53256","30038","4883","35531","16503","11642","10396","4336"
"20191","11650","서초구","CS300019","의료기기","4642560452","8422","4549947671","92612781","1318872271","832058273","511056142","511014170","1376946815","92612781","0","0","345222441","2538899680","1622347417","136090914","0","1859636587","848996978","0","63949388","97527287","873871357","946783629","726501904","8093","329","1297","1780","1343","1288","2385","329","0","0","1090","2702","3889","741","0","3219","3098","0","240","670","2084","1562","1761"
"20191","11650","서초구","CS300027","섬유제품","820912686","9246","441603418","379309268","80473988","104791114","96475068","86420705","73442543","163092730","216216538","0","14463728","265015551","299089415","242343992","0","197689445","582209206","300205","34953451","127455970","165458613","234331463","217398954","6140","3106","1133","966","1191","1728","1122","1667","1439","0","163","2169","3909","3005","0","2038","6909","10","370","827","2038","2805","2896"
"20191","11680","강남구","CS100006","패스트푸드점","17996426323","1646097","13046366990","4950059333","2117718884","2411814198","2695959233","2851507556","2969367119","2689695622","2260363711","270860359","972794290","5705137193","3180143363","6330067380","1537423738","7999151005","7296939937","385056306","4706343663","3898611281","3437305801","2083673191","785100713","1210520","435577","208713","230442","248091","259226","264048","236821","198756","19695","128804","516974","309282","536798","134544","781448","757313","55223","519924","373739","326118","196309","67434"
"20191","11680","강남구","CS300010","반찬가게","28329259207","1209693","24564988678","3764270529","5661191069","5066547425","4434479117","5375909924","4026861143","2312273147","1451997382","133647476","3306133528","8441291454","7207082129","8526647864","714456756","11505117205","15184435901","79591698","1665185124","4934055682","7144256826","7443752911","5422710859","979942","229751","223062","175105","180353","216292","185130","140412","89339","1300","122332","352004","333139","377939","22979","516198","658045","7099","123140","293912","296755","270333","182995"
"20191","11680","강남구","CS300022","화장품","270960729452","4968719","223844372779","47116356673","35983088389","40492930063","42030816715","61030301170","44307236442","27169961557","19946395116","1730335976","29975036728","66864910812","73520598945","78108345908","20761501083","78233990797","185294611123","1312680271","42847720790","70815744196","84147250763","43566367047","20838597960","3710752","1257967","646802","657619","755304","840629","810398","722739","535228","12763","279393","1063576","1196625","1905508","510854","1096705","3826350","85916","1995786","1329693","783069","520337","208233"
"20191","11680","강남구","CS300017","시계및귀금속","24290645256","77865","14256376567","10034268689","2454106229","2532891642","2686318475","3007850769","3575209452","6912724339","3121544350","55079289","354266731","4878195581","9663081554","9248496165","91525936","11183199824","12307757585","319063571","5758143134","7492564077","3542295899","3479861298","2899029432","52128","25737","11339","8248","8879","11229","12433","15924","9813","50","2616","17701","30042","26291","1165","34632","42059","3410","31054","20404","11318","7050","3455"
"20191","11680","강남구","CS300014","신발","18681121316","178775","11233583948","7447537368","1715994059","1808001847","2186386321","2399591195","3123610526","4050066668","3397470700","2841329","472199560","4242851822","6225695182","6995160709","742372714","8935452483","9569552307","205173636","4563319291","5365372178","3371859317","3471658117","1527622250","108720","70055","17109","17862","20892","22174","30683","39279","30776","15","4092","37687","58041","69115","9825","74200","103891","2053","54706","43111","30165","32504","15548"
"20191","11680","강남구","CS300026","완구","699831144","5437","528909610","170921534","103139769","50568463","180914832","115387727","78898819","113858918","57062616","0","4873485","94793973","157997054","408823674","33342958","615176616","64711695","810865","149858993","139580239","294271491","85110277","10256447","3284","2153","382","472","873","641","916","1423","730","0","150","1182","1803","2211","91","4319","1016","20","1992","1515","1234","514","59"
"20191","11710","송파구","CS200008","한의원","12482446297","339260","9293665220","3188781077","2103047565","1409912225","1885752409","1779270186","2115682835","3028863499","159917578","0","1117565659","4596340198","3991894051","2719761274","56885115","4978055016","7424700450","10924166","766889591","2159614755","3402248034","3106370301","2956708616","277545","61715","57974","48869","55088","55214","60400","57261","4454","0","42895","112365","100946","82324","730","149686","189224","752","18127","48358","67631","80387","123656"
"20191","11710","송파구","CS300001","슈퍼마켓","80910154172","5063117","57391626959","23518527213","11442844910","10981952429","11032131770","11754047472","12180650378","13078822097","10439705116","4030165797","9595513664","14064378276","19226659827","24912642624","9080793984","35156823409","39669105444","215135254","5737406325","13391319625","20044578502","20035094261","15402394887","3640945","1422172","708924","701247","719116","748446","763212","789099","633073","120989","521685","860923","1068790","1780604","710126","2476148","2466667","56075","807674","1072215","1194113","1049200","763536"
"20191","11710","송파구","CS200003","예술학원","4675653783","22808","4006684579","668969204","720344504","754029402","854518345","936162519","741629809","605831607","63137597","4201139","159615154","643346157","1806598999","1715958663","345933671","1744391363","2908569134","21073563","191994935","831414051","2728563243","682810677","197104028","20263","2545","3957","4288","3884","4416","3718","2455","90","34","593","3354","9951","7903","973","8603","14093","77","901","5312","13342","2326","738"
"20191","11710","송파구","CS200031","세탁소","2283066387","118786","1642136220","640930167","311327605","280327202","367680306","349716315","333084792","550913173","90016994","831122","242682745","518514734","661376490","819042030","40619266","917307196","1318401790","5002650","185336341","620302320","807045149","439760292","178262229","89779","29007","17932","15163","22081","17717","16886","28356","651","39","15303","27039","32450","42411","1544","57425","60370","394","12731","34092","36307","23628","10638"
"20191","11710","송파구","CS300011","일반의류","31080371778","285344","21028967265","10051404513","4745241147","3718362909","4180437907","3790321883","4594603419","5609373769","4442030744","6091952","643072710","7704941787","11232411569","10568226368","925627392","13264603747","17376413964","407022400","3514172881","3916457249","8072894027","8676975413","6053495744","178674","106670","29436","34550","34574","36847","43267","59080","47590","33","6669","59976","106275","101648","10743","109970","173378","5843","40810","44500","70901","68966","52325"
"20191","11710","송파구","CS100007","치킨전문점","6761552249","303578","4520834129","2240718120","676214397","854570963","911634374","900500094","1177914301","1207454270","1033263850","742487494","34532361","305708609","504415736","2698190382","2476217667","3773351120","2540222172","113660424","1394225888","1482858991","1721140839","1171350844","430336309","199876","103702","31046","37429","39445","40467","51489","54805","48897","26929","1840","16193","27248","130083","101285","166501","125877","6298","68111","70386","75267","52609","19697"
"20191","11710","송파구","CS200024","스포츠클럽","9316213537","19724","8157373611","1158839926","2064276487","1284590979","1627895960","1150622588","2029987597","692751097","466088829","6297694","487408339","1403301140","1377216935","4097192314","1944797115","5213036622","4017748052","2650202","2420937821","3134516875","1528805258","1457334682","686539839","17095","2629","3848","3200","3785","3189","3073","1809","820","30","1289","2679","3457","8094","4175","10001","9579","35","5236","6437","3749","2991","1127"
"20191","11740","강동구","CS200025","자동차수리","8803601505","57688","6860755346","1942846159","1346517276","1296708941","1508605061","1205180303","1503743765","1803630978","139215181","7228035","924806886","2579784243","3000948615","2234254565","56579161","5409332398","2369274311","536956","432782493","1479095391","2064050264","2096715309","1705426293","44393","13295","8219","7806","9219","8822","10327","11955","1340","57","9214","15966","20339","11908","204","37545","13569","9","2472","9783","12776","13857","12222"
"20191","11740","강동구","CS200008","한의원","10916608282","288982","8680734402","2235873880","1873698585","1674420976","1525525659","1648353770","1958735412","2228746481","7127399","0","990069831","3811792697","3447604505","2646414719","20726530","4197144418","6596060109","14491322","497231640","1583972419","2615339000","2491445035","3590725111","240419","48563","49811","43322","47808","46958","52520","48271","292","0","34859","97020","85257","71503","343","126326","161898","1325","15815","37212","53259","76178","104437"
"20191","11740","강동구","CS200005","스포츠 강습","2748279046","22018","2624679579","123599467","596930809","467857558","490465276","693105421","376320515","102887872","20711595","845527","125524707","331099782","735660923","1326506006","228642101","1199777446","1525418605","4798290","432430905","877401832","997587456","348847313","62396947","18491","3527","3669","3605","3732","4355","3130","2397","1130","10","523","2945","7042","10334","1164","9427","12330","44","2495","7464","9579","1682","483"
